user_hash,source,company,region,job_title,period_raw,start_date,end_date,is_present,parse_ok,company_display_full,company_display_short,company_norm,region_display_full,region_display_short,region_norm,job_title_short
740ca0beb8,talentCard,I-Teco (System Integrator),,Senior Project Manager,08.2018 - 03.2021,2018-08-01,2021-03-01,False,True,I-Teco (System Integrator),I-Teco (System Integrator),i teco system integrator,,,Not specified,Senior Project Manager
740ca0beb8,talentCard,2022 FIVB Volleyball Men's World Championship Russia,,Head of IT,02.2021 - 05.2022,2021-02-01,2022-05-01,False,True,2022 FIVB Volleyball Men's World Championship Russia,2022 FIVB Volleyball Men's World Championship Russia,2022 fivb volleyball men s world championship russia,,,Not specified,Head of IT
740ca0beb8,talentCard,FIFA World Cup Qatar 2022 (Q22),,Network/Telecom Expert (Contract),04.2022 - 12.2022,2022-04-01,2022-12-01,False,True,FIFA World Cup Qatar 2022 (Q22),FIFA World Cup Qatar 2022 (Q22),fifa world cup qatar 2022 q22,,,Not specified,Network/Telecom Expert (Contract)
740ca0beb8,talentCard,Games of the Future 2024,,Event Infrastructure & Operations Manager (Contract),12.2023 - 03.2024,2023-12-01,2024-03-01,False,True,Games of the Future 2024,Games of the Future 2024,games of the future 2024,,,Not specified,Event Infrastructure & Operations Manager (Contract)
740ca0beb8,talentCard,sdConsortium / SwissCom (Network Integrator),,Senior IT Project Manager (Contract),02.2023 - 01.2025,2023-02-01,2025-01-01,False,True,sdConsortium / SwissCom (Network Integrator),sdConsortium / SwissCom (Network Integrator),sdconsortium swisscom network integrator,,,Not specified,Senior IT Project Manager (Contract)
740ca0beb8,talentCard,Grid Dynamics,"Yerevan, Armenia",Senior Delivery Manager,01.2025 - present,2025-01-01,2026-02-01,True,True,Grid Dynamics,Grid Dynamics,grid dynamics,"Yerevan, Armenia","Yerevan, Armenia",Yerevan,Senior Delivery Manager
c88e6a9d99,talentCard,LeGRAND,,Специалист по планированию и учету производства,08.2007 - 06.2008,2007-08-01,2008-06-01,False,True,LeGRAND,LeGRAND,legrand,,,Not specified,Специалист по планированию и учету производства
c88e6a9d99,talentCard,Белтрансфер,,Специалист по ВЭД,07.2008 - 08.2011,2008-07-01,2011-08-01,False,True,Белтрансфер,Белтрансфер,белтрансфер,,,Not specified,Специалист по ВЭД
c88e6a9d99,talentCard,Эрнис / Материк (diy.by),,Категорийный менеджер,09.2011 - 08.2012,2011-09-01,2012-08-01,False,True,Эрнис / Материк (diy.by),Эрнис / Материк (diy.by),эрнис материк diy by,,,Not specified,Категорийный менеджер
c88e6a9d99,talentCard,ТЦ Замок (tczamok.by),,Ведущий специалист по закупкам,10.2012 - 07.2013,2012-10-01,2013-07-01,False,True,ТЦ Замок (tczamok.by),ТЦ Замок (tczamok.by),тц замок tczamok by,,,Not specified,Ведущий специалист по закупкам
c88e6a9d99,talentCard,ТД Инструменткомплект (tools.by),,Менеджер по ВЭД,08.2013 - 07.2016,2013-08-01,2016-07-01,False,True,ТД Инструменткомплект (tools.by),ТД Инструменткомплект (tools.by),тд инструменткомплект tools by,,,Not specified,Менеджер по ВЭД
c88e6a9d99,talentCard,"МИПКиПК БНТУ (mipk.by, частичная занятость)",,Старший преподаватель,08.2018 - 06.2020,2018-08-01,2020-06-01,False,True,"МИПКиПК БНТУ (mipk.by, частичная занятость)","МИПКиПК БНТУ (mipk.by, частичная занятость)",мипкипк бнту mipk by частичная занятость,,,Not specified,Старший преподаватель
c88e6a9d99,talentCard,Сталь ТМК (steeltmk.by),,Начальник отдела логистики,01.2017 - 06.2019,2017-01-01,2019-06-01,False,True,Сталь ТМК (steeltmk.by),Сталь ТМК (steeltmk.by),сталь тмк steeltmk by,,,Not specified,Начальник отдела логистики
c88e6a9d99,talentCard,Hess Great Stone,hess-ag.ch,Ведущий специалист по закупкам,10.2019 - 06.2023,2019-10-01,2023-06-01,False,True,Hess Great Stone,Hess Great Stone,hess great stone,hess-ag.ch,hess-ag.ch,Hess-Ag.Ch,Ведущий специалист по закупкам
c88e6a9d99,talentCard,HESS PORTUGAL UNIPESSOAL,,Ведущий специалист по закупкам,01.2023 - 06.2023,2023-01-01,2023-06-01,False,True,HESS PORTUGAL UNIPESSOAL,HESS PORTUGAL UNIPESSOAL,hess portugal unipessoal,,,Not specified,Ведущий специалист по закупкам
c88e6a9d99,talentCard,NBr,,Бизнес-аналитик (проектная работа),01.2024 - 06.2024,2024-01-01,2024-06-01,False,True,NBr,NBr,NBR,,,Not specified,Бизнес-аналитик (проектная работа)
c88e6a9d99,talentCard,Шате-М Плюс (shate-m.by),shate-m.by,Бизнес-аналитик,06.2024 - present,2024-06-01,2026-02-01,True,True,Шате-М Плюс (shate-m.by),Шате-М Плюс (shate-m.by),шате м плюс shate m by,shate-m.by,shate-m.by,Shate-M.By,Бизнес-аналитик
72a88ab36a,talentCard,Astra,,VFX/CG Artist,06.2020 - 06.2021,2020-06-01,2021-06-01,False,True,Astra,Astra,ASTRA,,,Not specified,VFX/CG Artist
72a88ab36a,talentCard,Game Garden,,2D Environment Artist,07.2021 - 05.2022,2021-07-01,2022-05-01,False,True,Game Garden,Game Garden,game garden,,,Not specified,2D Environment Artist
72a88ab36a,talentCard,Freelance,,Environment Artist,03.2022 - 10.2022,2022-03-01,2022-10-01,False,True,Freelance,Freelance,freelance,,,Not specified,Environment Artist
72a88ab36a,talentCard,Numi,,3D Environment Artist,11.2022 - 10.2023,2022-11-01,2023-10-01,False,True,Numi,Numi,NUMI,,,Not specified,3D Environment Artist
72a88ab36a,talentCard,Wargaming,,3D Artist,11.2023 - present,2023-11-01,2026-02-01,True,True,Wargaming,Wargaming,wargaming,,,Not specified,3D Artist
0e221041a5,talentCard,Coleman Services,,Ассистент менеджера,08.2017 - 12.2018,2017-08-01,2018-12-01,False,True,Coleman Services,Coleman Services,coleman services,,,Not specified,Ассистент менеджера
0e221041a5,talentCard,ООО Привелегия,,Помощник руководителя,12.2018 - 07.2019,2018-12-01,2019-07-01,False,True,ООО Привелегия,ООО Привелегия,привелегия,,,Not specified,Помощник руководителя
0e221041a5,talentCard,Новартис фарма,,Специалист по организации мероприятий | ассистент медицинского отдела/директора,09.2019 - 07.2023,2019-09-01,2023-07-01,False,True,Новартис фарма,Новартис фарма,новартис фарма,,,Not specified,Специалист по организации мероприятий | ассистент медицин...
0e221041a5,talentCard,ООО АДА-Симпозиум,,Project manager,07.2023 - 12.2023,2023-07-01,2023-12-01,False,True,ООО АДА-Симпозиум,ООО АДА-Симпозиум,ада симпозиум,,,Not specified,Project manager
0e221041a5,talentCard,"Др. Редди'c Лабораторис, ООО",,Старший ивент специалист (отдел маркетинга),01.2024 - present,2024-01-01,2026-02-01,True,True,"Др. Редди'c Лабораторис, ООО","Др. Редди'c Лабораторис, ООО",др редди c лабораторис,,,Not specified,Старший ивент специалист (отдел маркетинга)
8e581e8148,talentCard,Airport Management Company Ltd,,Инженер по обеспечению качества,2003 - 2005,2003-01-01,2005-12-01,False,True,Airport Management Company Ltd,Airport Management Company Ltd,airport management,,,Not specified,Инженер по обеспечению качества
8e581e8148,talentCard,Airport Management Company Ltd,,Руководитель команды QA (Chef d'équipe Assurance Qualité),2005 - 2010,2005-01-01,2010-12-01,False,True,Airport Management Company Ltd,Airport Management Company Ltd,airport management,,,Not specified,Руководитель команды QA (Chef d'équipe Assurance Qualité)
8e581e8148,talentCard,Airport Management Company Ltd,,Разработчик Lotus Notes,2010 - 2016,2010-01-01,2016-12-01,False,True,Airport Management Company Ltd,Airport Management Company Ltd,airport management,,,Not specified,Разработчик Lotus Notes
8e581e8148,talentCard,Airport Management Company Ltd,,Руководитель команды / Руководитель проекта (Chef d'équipe / Chef de projet),2016 - 2020,2016-01-01,2020-12-01,False,True,Airport Management Company Ltd,Airport Management Company Ltd,airport management,,,Not specified,Руководитель команды / Руководитель проекта (Chef d'équip...
8e581e8148,talentCard,Airport Management Company Ltd,,Service Delivery Manager / Scrum Master,2020 - 2023,2020-01-01,2023-12-01,False,True,Airport Management Company Ltd,Airport Management Company Ltd,airport management,,,Not specified,Service Delivery Manager / Scrum Master
f48f826c75,talentCard,Andersenlab,"Dubai, UAE","Vice President | Regional Head, MENA",04.2025 - present,2025-04-01,2026-02-01,True,True,Andersenlab,Andersenlab,andersenlab,"Dubai, UAE","Dubai, UAE",Dubai,"Vice President | Regional Head, MENA"
f48f826c75,talentCard,EPAM Systems,"Warsaw, Poland","Senior Director, CEE Business | Head of Operations",04.2021 - 03.2025,2021-04-01,2025-03-01,False,True,EPAM Systems,EPAM Systems,EPAM,"Warsaw, Poland","Warsaw, Poland",Warsaw,"Senior Director, CEE Business | Head of Operations"
f48f826c75,talentCard,EPAM Systems,"Warsaw, Poland","Director, CEE Business | Head of Operations",04.2018 - 03.2021,2018-04-01,2021-03-01,False,True,EPAM Systems,EPAM Systems,EPAM,"Warsaw, Poland","Warsaw, Poland",Warsaw,"Director, CEE Business | Head of Operations"
f48f826c75,talentCard,EPAM Systems,,"Director, Head of Global Revenue and Business Partnering Services",04.2012 - 03.2018,2012-04-01,2018-03-01,False,True,EPAM Systems,EPAM Systems,EPAM,,,Not specified,"Director, Head of Global Revenue and Business Partnering..."
bcd65e9cc8,talentCard,British American Tobacco,Russia,"Leadership Program (Rotations: Production, Supply Chain, Marketing)",06.2017 - 05.2019,2017-06-01,2019-05-01,False,True,British American Tobacco,British American Tobacco,british american tobacco,Russia,Russia,Russia,"Leadership Program (Rotations: Production, Supply Chain,..."
bcd65e9cc8,talentCard,U Skillz,,Co-Founder & CEO,08.2019 - 12.2023,2019-08-01,2023-12-01,False,True,U Skillz,U Skillz,u skillz,,,Not specified,Co-Founder & CEO
bcd65e9cc8,talentCard,Yandex Practicum,,Head of Internship Department,02.2023 - 06.2024,2023-02-01,2024-06-01,False,True,Yandex Practicum,Yandex Practicum,yandex practicum,,,Not specified,Head of Internship Department
bcd65e9cc8,talentCard,"Project-Based Advisor (EdTech, HRTech, Startup Acceleration)","London, UK",Advisor / Product & Operations,06.2024 - 12.2025,2024-06-01,2025-12-01,False,True,"Project-Based Advisor (EdTech, HRTech, Startup Acceleration)","Project-Based Advisor (EdTech, HRTech, Startup Acceleration)",project based advisor edtech hrtech startup acceleration,"London, UK","London, UK",United Kingdom,Advisor / Product & Operations
bf0f36b9e6,talentCard,АО РИ-Энерго,,Руководитель отдела,07.2010 - 04.2019,2010-07-01,2019-04-01,False,True,АО РИ-Энерго,АО РИ-Энерго,ри энерго,,,Not specified,Руководитель отдела
bf0f36b9e6,talentCard,Проектная деятельность (ИП),,Аналитик / Эксперт по закупкам,09.2020 - 05.2023,2020-09-01,2023-05-01,False,True,Проектная деятельность (ИП),Проектная деятельность (ИП),проектная деятельность,,,Not specified,Аналитик / Эксперт по закупкам
bf0f36b9e6,talentCard,ООО Запсибгазпром-Газификация,,Главный специалист УМТО,06.2023 - 08.2023,2023-06-01,2023-08-01,False,True,ООО Запсибгазпром-Газификация,ООО Запсибгазпром-Газификация,запсибгазпром газификация,,,Not specified,Главный специалист УМТО
bf0f36b9e6,talentCard,"LLC FENSMA (проект РОСАТОМ / АЭС ""Эль-Дабаа"", АРЕ)",,Главный специалист тендерного отдела,08.2023 - 02.2024,2023-08-01,2024-02-01,False,True,"LLC FENSMA (проект РОСАТОМ / АЭС ""Эль-Дабаа"", АРЕ)","LLC FENSMA (проект РОСАТОМ / АЭС ""Эль-Дабаа"", АРЕ)",fensma проект росатом аэс эль дабаа аре,,,Not specified,Главный специалист тендерного отдела
bf0f36b9e6,talentCard,АО НИПИГАЗ (Группа СИБУР),,"Эксперт по экспедайтингу (логистический комплекс, АСУТП)",02.2024 - 07.2025,2024-02-01,2025-07-01,False,True,АО НИПИГАЗ (Группа СИБУР),АО НИПИГАЗ (Группа СИБУР),нипигаз группа сибур,,,Not specified,"Эксперт по экспедайтингу (логистический комплекс, АСУТП)"
bf0f36b9e6,talentCard,АО Трест-СЗМА,,Начальник управления УМТО,07.2025 - 10.2025,2025-07-01,2025-10-01,False,True,АО Трест-СЗМА,АО Трест-СЗМА,трест сзма,,,Not specified,Начальник управления УМТО
ff01040f28,talentCard,Системы документооборота --- Дистрибуция,Санкт-Петербург,Менеджер проектов,03.2013 -- 12.2013,2013-03-01,2013-12-01,False,True,Системы документооборота --- Дистрибуция,Системы документооборота --- Дистрибуция,системы документооборота дистрибуция,Санкт-Петербург,Санкт-Петербург,Saint Petersburg,Менеджер проектов
